payment_id,user_id,instrument_id,amount,purpose,created_ts,method
pay_4ce9fcae60d54c,u_0b471a924b,card_d45e01d995e248,317.39,referral_bonus_payout,2026-06-05T12:13:46,card
pay_f24ee48d15d847,u_cd7dd21499,card_d45e01d995e248,458.1,referral_bonus_payout,2026-06-05T13:56:52,card
pay_bd149a78693244,u_689982ab57,card_2d2b95598bdd4b,349.48,referral_bonus_payout,2026-07-12T00:59:14,card
pay_8a9123ff693b40,u_7cee5109e1,card_2d2b95598bdd4b,240.14,referral_bonus_payout,2026-07-12T18:51:01,card
pay_7e377ac537e447,u_48213f8d9c,card_2d2b95598bdd4b,354.4,referral_bonus_payout,2026-07-12T15:50:52,card
pay_9d6d8c381b8648,u_45e4b0839a,card_2d2b95598bdd4b,185.18,referral_bonus_payout,2026-07-12T18:43:35,card
pay_37231617708549,u_fa97779023,card_2d2b95598bdd4b,235.86,referral_bonus_payout,2026-07-12T03:29:25,card
pay_a686880b19a649,u_86b4aea106,card_2d2b95598bdd4b,57.32,referral_bonus_payout,2026-07-12T13:46:44,card
pay_50e6167dcc4247,u_71d3867100,card_2d2b95598bdd4b,463.15,referral_bonus_payout,2026-07-12T22:50:00,card
pay_0a3384283b8442,u_81e15cd963,card_2d2b95598bdd4b,102.51,referral_bonus_payout,2026-07-12T11:04:43,card
pay_3de0ecb70a0d4d,u_ac6941cc6b,card_2d2b95598bdd4b,488.26,referral_bonus_payout,2026-07-12T15:33:10,card
pay_6fd8e94152a94e,u_52d3bf9d9a,card_2d2b95598bdd4b,417.19,referral_bonus_payout,2026-07-12T04:22:40,card
pay_e58b63627ffe4f,u_8198ab909b,card_2d2b95598bdd4b,436.19,referral_bonus_payout,2026-07-13T00:06:10,card
pay_22b63ec8593b42,u_940bc4c138,card_2d2b95598bdd4b,313.35,referral_bonus_payout,2026-07-12T16:28:55,card
pay_15b05a4eef0545,u_1e0e8b8d4a,card_2d2b95598bdd4b,431.88,referral_bonus_payout,2026-07-12T13:37:32,card
pay_46363c719d3447,u_d567d3fe37,card_74eb387d1af240,329.83,referral_bonus_payout,2026-07-09T18:20:26,card
pay_eb4e536e43e047,u_eb18fa20ec,robertkothari@paytm,271.48,referral_bonus_payout,2026-07-09T21:49:09,upi
pay_cecbbdb27c6d4d,u_2fb519e8b8,vdar@ybl,210.67,referral_bonus_payout,2026-07-09T18:53:48,upi
pay_0af486ba024a45,u_85102f12ef,chandranetra@paytm,152.01,referral_bonus_payout,2026-07-10T00:59:03,upi
pay_8c31a80039324e,u_a7cea5f0ec,card_4953d59582cf43,118.03,referral_bonus_payout,2026-07-10T00:10:05,card
pay_8621881d36a645,u_07265b57d6,wagleodika@ybl,401.74,referral_bonus_payout,2026-07-10T01:36:29,upi
pay_98b30172ea794e,u_6b1a510f46,card_74eb387d1af240,368.67,referral_bonus_payout,2026-07-10T01:16:02,card
pay_631e400fa9d24c,u_0cc713601c,robertkothari@paytm,263.15,referral_bonus_payout,2026-07-09T21:48:14,upi
pay_5946c7ca8f3e40,u_48538f9beb,card_4953d59582cf43,152.68,referral_bonus_payout,2026-07-09T21:10:23,card
pay_b2acc4f43fa44f,u_b414bda571,card_134e2dc1507e44,54.48,referral_bonus_payout,2026-07-10T01:20:57,card
pay_479fce96a3984d,u_018e88acfc,card_c28ea65b32c644,66.69,referral_bonus_payout,2026-07-09T21:58:47,card
pay_a7bf60c26e0045,u_340dc13cb8,zashil25@okicici,60.54,referral_bonus_payout,2026-03-19T01:13:13,upi
pay_d33ff5f9de254c,u_2b4587156b,ramanlajita@ybl,278.37,referral_bonus_payout,2026-03-20T07:37:13,upi
pay_0f6b4426384640,u_59375b2ce4,karqarin@okhdfcbank,156.24,referral_bonus_payout,2026-03-20T10:35:46,upi
pay_f8c192b93f1b48,u_1d0b4803c8,card_91b111186c5248,403.16,referral_bonus_payout,2026-03-20T16:31:11,card
pay_ebf4c3961a0c4c,u_37e12d223b,piyer@paytm,212.57,referral_bonus_payout,2026-03-19T19:29:08,upi
pay_bc47b65b7e2247,u_f7e845185e,bishakhatiwari@okicici,264.31,referral_bonus_payout,2026-03-19T07:23:14,upi
pay_3bc20e3e8af04a,u_71ead1be7e,karqarin@okhdfcbank,476.52,referral_bonus_payout,2026-03-19T20:54:18,upi
pay_9146bb21244b49,u_19edbd5c6e,karqarin@okhdfcbank,120.58,referral_bonus_payout,2026-03-19T09:26:01,upi
pay_ae143ef8a36244,u_5b848e64d0,card_2616e233ca7148,418.61,referral_bonus_payout,2026-04-29T06:55:01,card
pay_cc38b93eae2345,u_e5f04c2d47,card_2616e233ca7148,304.59,referral_bonus_payout,2026-04-29T11:22:12,card
pay_b34c8023c76343,u_1873ed2ddb,card_2616e233ca7148,377.54,referral_bonus_payout,2026-04-29T17:35:13,card
pay_8c59b836725b46,u_cb4996cdcb,card_2616e233ca7148,70.62,referral_bonus_payout,2026-04-30T12:11:42,card
pay_1f267467155148,u_3bb1285e00,card_2616e233ca7148,88.32,referral_bonus_payout,2026-04-29T18:16:35,card
pay_ff099d4b1fc742,u_446877cf4d,card_2616e233ca7148,160.38,referral_bonus_payout,2026-04-29T14:58:32,card
pay_4837eefaad194c,u_f3590a9eec,card_2616e233ca7148,287.56,referral_bonus_payout,2026-04-30T07:08:18,card
pay_8e2867b085614a,u_99ffca90cf,card_2616e233ca7148,90.33,referral_bonus_payout,2026-04-29T18:46:42,card
pay_d9cd69fb19944a,u_0f4ac048fc,card_2616e233ca7148,184.11,referral_bonus_payout,2026-04-29T11:09:24,card
pay_c60871fe028447,u_0c75326f41,card_2616e233ca7148,388.46,referral_bonus_payout,2026-04-30T02:01:56,card
pay_280b9bb11b3e47,u_987bc40891,cshetty@okhdfcbank,250.69,referral_bonus_payout,2026-06-16T17:26:26,upi
pay_21df0788f0e24b,u_73cf7a53a1,cshetty@okhdfcbank,299.82,referral_bonus_payout,2026-06-16T20:09:22,upi
pay_954c29755b3d4b,u_29f96befe1,cshetty@okhdfcbank,266.98,referral_bonus_payout,2026-06-16T19:32:25,upi
pay_fe089c7b650a46,u_7421250235,cshetty@okhdfcbank,227.89,referral_bonus_payout,2026-06-16T19:36:15,upi
pay_5c4ffe24c35741,u_62b57ecc56,cshetty@okhdfcbank,475.43,referral_bonus_payout,2026-06-16T19:40:44,upi
pay_61002528ff7345,u_2257078bc0,card_c59a59e0578642,129.73,referral_bonus_payout,2026-05-13T03:02:28,card
pay_d3e82517c72b42,u_619b1277f3,card_c59a59e0578642,58.9,referral_bonus_payout,2026-05-13T02:54:47,card
pay_0d31137169404c,u_8a8a560757,card_c59a59e0578642,272.21,referral_bonus_payout,2026-05-13T03:23:44,card
pay_437c28dafac34e,u_a599a99514,card_c59a59e0578642,174.81,referral_bonus_payout,2026-05-13T02:31:02,card
pay_678aa7ea63a945,u_64868f21cf,card_c59a59e0578642,385.69,referral_bonus_payout,2026-05-13T02:43:43,card
pay_9a2d43e3c55e4a,u_fb5b2c0543,card_c59a59e0578642,60.4,referral_bonus_payout,2026-05-13T03:10:23,card
pay_7251bda9122844,u_e073705fa6,vyanjanaamble@ybl,86.81,referral_bonus_payout,2026-03-02T00:31:38,upi
pay_fbd278091f6d46,u_b3e2a74f79,vyanjanaamble@ybl,189.86,referral_bonus_payout,2026-03-02T03:00:21,upi
pay_2a2b2876d4fc44,u_5437d71749,vyanjanaamble@ybl,161.22,referral_bonus_payout,2026-03-02T02:07:35,upi
pay_aa8e337b0fd04b,u_ce4a892da2,vyanjanaamble@ybl,328.8,referral_bonus_payout,2026-03-02T01:44:43,upi
pay_6eb12fc9425e4a,u_77140c1664,vyanjanaamble@ybl,362.01,referral_bonus_payout,2026-03-02T00:58:12,upi
pay_319b19c2db6f43,u_6c56d5524b,vyanjanaamble@ybl,182.71,referral_bonus_payout,2026-03-02T02:53:33,upi
pay_aafdd954c91a4b,u_0a276be5d5,vyanjanaamble@ybl,258.89,referral_bonus_payout,2026-03-02T01:19:17,upi
pay_7703b3f3ca1148,u_122b6fa377,vyanjanaamble@ybl,197.69,referral_bonus_payout,2026-03-02T02:52:22,upi
pay_75fdb8642e7641,u_37b0312cfd,vyanjanaamble@ybl,165.33,referral_bonus_payout,2026-03-02T01:18:04,upi
pay_e19be4d8ef914e,u_0503ebb179,vyanjanaamble@ybl,190.25,referral_bonus_payout,2026-03-02T01:39:24,upi
pay_fccdbc3e48e145,u_3cdfa345b9,indalireddy@ybl,327.25,referral_bonus_payout,2026-06-01T10:01:22,upi
pay_52e1a62c5ada44,u_da4eec247d,indalireddy@ybl,337.45,referral_bonus_payout,2026-06-01T11:39:07,upi
pay_c545f5b6e81743,u_d2ed5f2ccc,indalireddy@ybl,83.18,referral_bonus_payout,2026-06-01T10:08:23,upi
pay_fecd097f391544,u_1e0ff239f5,indalireddy@ybl,139.61,referral_bonus_payout,2026-06-01T11:13:29,upi
pay_52fdf580dd3840,u_cabb3fa36b,indalireddy@ybl,167.8,referral_bonus_payout,2026-06-01T09:53:56,upi
pay_0f2c25d65d254a,u_a245287bbb,indalireddy@ybl,158.07,referral_bonus_payout,2026-06-01T11:14:06,upi
pay_a90211f3a21844,u_f4c360e0c8,indalireddy@ybl,108.86,referral_bonus_payout,2026-06-01T10:42:35,upi
pay_5cd8a0a7563c4a,u_7c3c98bd4e,indalireddy@ybl,314.3,referral_bonus_payout,2026-06-01T10:56:13,upi
pay_a471e1859aa941,u_cea16fa5fd,indalireddy@ybl,86.63,referral_bonus_payout,2026-06-01T09:18:38,upi
pay_a37bf023580640,u_e1b7090af5,indalireddy@ybl,130.55,referral_bonus_payout,2026-06-01T10:29:13,upi
pay_8ef91d33e20a46,u_70d1806acb,indalireddy@ybl,452.7,referral_bonus_payout,2026-06-01T10:35:03,upi
pay_b9855db6d0be42,u_e6ec336663,indalireddy@ybl,218.35,referral_bonus_payout,2026-06-01T10:44:08,upi
pay_f304a0848d9a49,u_4fb66e545e,darika78@ybl,162.51,referral_bonus_payout,2026-04-08T21:54:47,upi
pay_a8a61c89cfbf4e,u_2528b1eab3,darika78@ybl,184.76,referral_bonus_payout,2026-04-10T00:03:16,upi
pay_8a94274f847d44,u_9ee720c98b,darika78@ybl,495.17,referral_bonus_payout,2026-04-10T03:52:10,upi
pay_afd429954fe64e,u_8eee1e0989,darika78@ybl,257.63,referral_bonus_payout,2026-04-09T15:41:12,upi
pay_6bda006c46c747,u_e9ac38c76d,darika78@ybl,301.3,referral_bonus_payout,2026-04-10T01:49:09,upi
pay_3b1787cd5b5441,u_964e60f6e6,darika78@ybl,238.62,referral_bonus_payout,2026-04-09T09:46:18,upi
pay_052b89e89e3c4c,u_2d1d029c10,chavvi89@paytm,64.49,referral_bonus_payout,2026-04-09T09:37:21,upi
pay_77d3265f364c4c,u_f15f5a7361,darika78@ybl,141.89,referral_bonus_payout,2026-04-09T21:23:41,upi
pay_808df42b2c4345,u_61845b4e7b,chavvi89@paytm,298.81,referral_bonus_payout,2026-04-09T21:48:42,upi
pay_46f108d208314a,u_9293479ed5,kohlidhruv@okhdfcbank,108.47,referral_bonus_payout,2026-07-23T08:43:46,upi
pay_03b1ee1d900b48,u_d1dbcf6e08,ybains@okhdfcbank,276.11,referral_bonus_payout,2026-07-23T08:41:35,upi
pay_ce358d622af848,u_1102f90d33,kohlidhruv@okhdfcbank,459.64,referral_bonus_payout,2026-07-23T08:30:37,upi
pay_9fb4fb328b0047,u_1aea5867e7,ybains@okhdfcbank,420.54,referral_bonus_payout,2026-07-23T09:17:04,upi
pay_e0fe0a2325e042,u_17b1438e80,kohlidhruv@okhdfcbank,92.99,referral_bonus_payout,2026-07-23T08:37:45,upi
pay_e93dc39524cb44,u_1639907aad,kohlidhruv@okhdfcbank,375.08,referral_bonus_payout,2026-07-23T09:06:08,upi
pay_b4f3e3c0d22c4c,u_051496ba53,kohlidhruv@okhdfcbank,400.78,referral_bonus_payout,2026-07-23T08:01:19,upi
pay_1e7632c7f99647,u_8ad5cf09f9,xshroff@paytm,105.87,referral_bonus_payout,2026-03-04T12:13:39,upi
pay_bbc03b1d94fa41,u_fe9608b87b,xshroff@paytm,371.49,referral_bonus_payout,2026-03-05T08:12:30,upi
pay_a46b821b110040,u_f9943c616f,xshroff@paytm,319.19,referral_bonus_payout,2026-03-06T02:42:07,upi
pay_6feb098580c941,u_92f0daf9e2,xshroff@paytm,239.76,referral_bonus_payout,2026-03-05T06:51:36,upi
pay_e7f53728d24240,u_2e272d7e73,xshroff@paytm,280.63,referral_bonus_payout,2026-03-04T20:33:42,upi
pay_2e0403f89d1a4e,u_d3e0489566,xshroff@paytm,97.65,referral_bonus_payout,2026-03-05T04:40:34,upi
pay_2322876ea37740,u_b59900c982,xshroff@paytm,79.71,referral_bonus_payout,2026-03-05T11:22:19,upi
pay_94a41fa193264a,u_e444af9918,xshroff@paytm,95.82,referral_bonus_payout,2026-03-05T05:27:33,upi
pay_323fffeee5cc45,u_a93f68af9d,xshroff@paytm,447.79,referral_bonus_payout,2026-03-05T17:44:19,upi
pay_355c8dbe1a2f4f,u_9025a246d6,xshroff@paytm,367.08,referral_bonus_payout,2026-03-05T21:08:58,upi
pay_e7392d32327941,u_491d195c3f,xshroff@paytm,328.89,referral_bonus_payout,2026-03-05T11:19:01,upi
pay_cc7451f37b6840,u_3b7d14ff3e,eta33@ybl,204.23,referral_bonus_payout,2026-04-26T01:43:53,upi
pay_894d749e594e4d,u_c2ca325a10,eta33@ybl,333.4,referral_bonus_payout,2026-04-26T02:58:30,upi
pay_f77281e51e8549,u_23eaf85bd6,eta33@ybl,316.68,referral_bonus_payout,2026-04-26T00:57:20,upi
pay_5b8c946f026d44,u_210c863adb,eta33@ybl,160.22,referral_bonus_payout,2026-04-26T04:47:40,upi
pay_0242682da34642,u_4cca092bd6,eta33@ybl,266.53,referral_bonus_payout,2026-04-26T06:51:41,upi
pay_f3c3f98dc95147,u_41cf97fbdb,eta33@ybl,242.33,referral_bonus_payout,2026-04-26T04:53:35,upi
pay_b0ac517ad4ff4a,u_d671ec3816,eta33@ybl,187.63,referral_bonus_payout,2026-04-26T06:44:55,upi
pay_de151e9cc69242,u_3b72a08220,eta33@ybl,462.26,referral_bonus_payout,2026-04-26T01:45:10,upi
pay_b188fce54a4342,u_b95ac31a53,eta33@ybl,217.92,referral_bonus_payout,2026-04-26T05:02:16,upi
pay_fae85e2b919b4e,u_e98a32bd8d,eta33@ybl,397.07,referral_bonus_payout,2026-04-26T04:20:02,upi
pay_d2dda4c347a942,u_b396f58855,ranveersule@okicici,124.62,referral_bonus_payout,2026-07-16T03:36:25,upi
pay_9b2204beaa514a,u_4990d4c96e,ranveersule@okicici,465.94,referral_bonus_payout,2026-07-16T04:29:12,upi
pay_2386ce5683024f,u_23b1d872c9,ranveersule@okicici,52.89,referral_bonus_payout,2026-07-16T03:03:54,upi
pay_68a38792be754b,u_a02540affc,ranveersule@okicici,126.79,referral_bonus_payout,2026-07-16T03:06:57,upi
pay_92330d9cef4e4f,u_e497890bf7,card_22b89cdf663541,169.74,referral_bonus_payout,2026-07-26T16:48:36,card
pay_6b4654d02d3b44,u_93fd887668,card_62dfb4928bbe4f,262.95,referral_bonus_payout,2026-07-28T07:03:42,card
pay_934dd022bc794d,u_4008224157,card_62dfb4928bbe4f,75.76,referral_bonus_payout,2026-07-27T10:00:24,card
pay_231daf401d4044,u_eb1f1a0027,card_62dfb4928bbe4f,449.59,referral_bonus_payout,2026-07-26T17:10:04,card
pay_6f90a4ef59284e,u_4ae7472351,card_62dfb4928bbe4f,346.49,referral_bonus_payout,2026-07-28T19:57:44,card
pay_3b7c543f74f446,u_fc880a57c3,card_62dfb4928bbe4f,155.1,referral_bonus_payout,2026-07-26T18:34:15,card
pay_ce3e164f0d3348,u_0c2ba6664f,card_62dfb4928bbe4f,137.78,referral_bonus_payout,2026-07-28T17:30:55,card
pay_bc086ee2e8eb4b,u_15133b1155,card_62dfb4928bbe4f,185.61,referral_bonus_payout,2026-07-28T05:37:23,card
pay_fca8ba3898d54f,u_439b9adeb9,card_22b89cdf663541,497.01,referral_bonus_payout,2026-07-27T08:27:16,card
pay_9428f5d2b2434d,u_78294143f7,card_62dfb4928bbe4f,478.18,referral_bonus_payout,2026-07-27T20:45:05,card
pay_e10aa954978249,u_3c387e77f5,card_62dfb4928bbe4f,372.85,referral_bonus_payout,2026-07-28T11:29:03,card
pay_f939437de3814f,u_434eca0fec,card_62dfb4928bbe4f,89.46,referral_bonus_payout,2026-07-28T00:34:43,card
pay_966c02e89ac248,u_9feb531bde,arunimaacharya@okhdfcbank,192.17,referral_bonus_payout,2026-05-16T19:45:21,upi
pay_c2996b6afe6045,u_f7f2d4c96e,arunimaacharya@okhdfcbank,349.41,referral_bonus_payout,2026-05-18T04:08:42,upi
pay_218bf35e80724c,u_017387f382,arunimaacharya@okhdfcbank,367.94,referral_bonus_payout,2026-05-18T07:35:16,upi
pay_1881e35a090a47,u_9f8a2932c4,harish18@okhdfcbank,73.65,referral_bonus_payout,2026-05-17T06:49:30,upi
pay_60835841ff644e,u_f34609dd27,arunimaacharya@okhdfcbank,355.05,referral_bonus_payout,2026-05-17T06:29:52,upi
pay_d2e78236b6b24f,u_e10074beef,card_98938e4546714d,144.39,referral_bonus_payout,2026-07-14T04:10:16,card
pay_fdbdfb4a1b1e47,u_e3b3b52b9f,card_98938e4546714d,492.22,referral_bonus_payout,2026-07-14T04:58:49,card
pay_b537c864b72e41,u_c7896928fa,card_98938e4546714d,342.54,referral_bonus_payout,2026-07-14T04:58:36,card
pay_181b2c9603824f,u_5151f4e59f,sanevritti@paytm,496.02,referral_bonus_payout,2026-07-14T05:07:55,upi
pay_de8901dde0d240,u_1f4ce2ab65,sanevritti@paytm,102.48,referral_bonus_payout,2026-07-14T04:55:21,upi
pay_e4eeed719c2d4d,u_001d472f62,sanevritti@paytm,92.55,referral_bonus_payout,2026-07-14T05:01:37,upi
pay_c6ae3546f0f943,u_9d79936d57,card_98938e4546714d,78.57,referral_bonus_payout,2026-07-14T04:14:14,card
pay_eaad6790138641,u_e99a187adb,card_b171c56277f34b,299.62,referral_bonus_payout,2026-06-25T08:28:13,card
pay_3c9196aced3d44,u_9acfd333b4,card_c7317885c65c40,65.75,referral_bonus_payout,2026-06-25T12:09:25,card
pay_0c836dea17804a,u_07d848cd37,card_b171c56277f34b,475.8,referral_bonus_payout,2026-06-25T10:13:04,card
pay_f1bb36e0c40c4d,u_35d811fcf3,card_c7317885c65c40,285.2,referral_bonus_payout,2026-06-25T10:40:03,card
pay_38de09ef8cea4a,u_fde832be8e,card_b171c56277f34b,184.87,referral_bonus_payout,2026-06-25T11:30:09,card
pay_77ce302aca3f4f,u_68f6386b5c,card_b171c56277f34b,239.91,referral_bonus_payout,2026-06-25T12:06:48,card
pay_3ea9955d55654f,u_9e87d85b95,card_b171c56277f34b,354.44,referral_bonus_payout,2026-06-25T09:33:48,card
pay_82412212709b4e,u_cdabe5ba98,card_c7317885c65c40,192.36,referral_bonus_payout,2026-06-25T11:07:07,card
pay_99575cef712043,u_769db52ebe,card_b171c56277f34b,233.05,referral_bonus_payout,2026-06-25T09:05:23,card
pay_59e8059dcde146,u_9b90e4be4c,card_c7317885c65c40,219.72,referral_bonus_payout,2026-06-25T09:38:49,card
pay_4f048942e73440,u_a212424bf0,card_c7317885c65c40,207.01,referral_bonus_payout,2026-06-25T10:59:58,card
pay_3acf18837e8a43,u_19ea82800e,card_b171c56277f34b,388.34,referral_bonus_payout,2026-06-25T12:14:05,card
pay_f45919f2ad5a40,u_8cec3d1c20,card_1a78805a079448,378.48,referral_bonus_payout,2026-04-30T18:38:34,card
pay_5d738b7f93c449,u_b926e77062,jkothari@ybl,378.86,referral_bonus_payout,2026-05-01T12:16:12,upi
pay_7f33c957249c41,u_7b894c667b,harshil40@paytm,290.45,referral_bonus_payout,2026-04-30T19:22:55,upi
pay_074b4afe40734a,u_fe7c7107c5,card_5ee2d19f63004c,446.87,referral_bonus_payout,2026-05-02T00:30:13,card
pay_73b5044f01174e,u_eb22e3f9bc,card_1a78805a079448,355.58,referral_bonus_payout,2026-05-01T07:53:42,card
pay_2fd29b6f26874b,u_bea61731ff,noah69@ybl,382.11,referral_bonus_payout,2026-05-01T05:01:07,upi
pay_06b3fb7be1a144,u_96ddf77d0d,maanav85@ybl,75.87,referral_bonus_payout,2026-05-01T17:31:09,upi
pay_57648b49a7c94f,u_f4ce59cdc7,card_6d9cf7ea4b7446,133.77,referral_bonus_payout,2026-05-01T07:26:39,card
pay_23b399b6da7645,u_d09b484234,tanmayi18@paytm,396.25,referral_bonus_payout,2026-04-30T23:51:21,upi
pay_fcf86aaffaad4a,u_ebe6b54516,card_5ee2d19f63004c,171.27,referral_bonus_payout,2026-05-01T05:07:21,card
pay_808c719329e64d,u_47460809f2,card_ffdd65e2c23040,110.16,referral_bonus_payout,2026-05-01T19:21:52,card
pay_7c2557a1c9ce4b,u_bf4b417a09,jkothari@ybl,103.46,referral_bonus_payout,2026-05-01T00:09:46,upi
pay_fab10c4170704c,u_45dbb6ca2a,card_4c001f4a47424a,266.09,referral_bonus_payout,2026-05-06T11:24:33,card
pay_a2e9cdee83bf43,u_962b2fcd9f,card_4c001f4a47424a,395.03,referral_bonus_payout,2026-05-07T05:26:58,card
pay_1ed7932d15444a,u_cd4a142814,card_4c001f4a47424a,434.69,referral_bonus_payout,2026-05-07T01:12:25,card
pay_0c48ffcf404e40,u_ccba338fd9,card_4c001f4a47424a,468.09,referral_bonus_payout,2026-05-06T20:47:33,card
pay_48027654190f46,u_a14de5956b,card_4c001f4a47424a,77.61,referral_bonus_payout,2026-05-08T08:51:31,card
pay_a1476e8c0cd346,u_ed7636c691,card_4c001f4a47424a,161.14,referral_bonus_payout,2026-05-07T06:12:54,card
pay_b46a20b58b194b,u_5eed8351bf,card_4c001f4a47424a,176.07,referral_bonus_payout,2026-05-08T11:08:00,card
pay_959f551d10fc48,u_548cc14ff5,card_4c001f4a47424a,351.03,referral_bonus_payout,2026-05-07T23:03:00,card
pay_d8b79fd481ff42,u_944548d2db,card_4c001f4a47424a,144.51,referral_bonus_payout,2026-05-07T14:04:27,card
pay_e55afcabc17e4a,u_8a41d63f73,card_4c001f4a47424a,83.7,referral_bonus_payout,2026-05-08T10:14:28,card
pay_9d74585a8ec448,u_599a6faef6,valafalan@okhdfcbank,124.48,referral_bonus_payout,2026-05-17T05:19:19,upi
pay_6d2aeb4381c344,u_7a10ad51d3,valafalan@okhdfcbank,148.01,referral_bonus_payout,2026-05-17T07:54:35,upi
pay_7eb7bba0b97a41,u_e80ac1aa0c,srivastavaveda@okhdfcbank,149.15,referral_bonus_payout,2026-05-17T09:08:28,upi
pay_aa912e4688324c,u_c538621192,valafalan@okhdfcbank,473.92,referral_bonus_payout,2026-05-17T09:25:42,upi
pay_52118d8463fc46,u_88965080a1,valafalan@okhdfcbank,206.36,referral_bonus_payout,2026-05-17T06:54:18,upi
pay_56f2349ef73e46,u_9047a03170,valafalan@okhdfcbank,325.17,referral_bonus_payout,2026-05-17T09:29:17,upi
pay_2a812e51395d47,u_020a5346b2,srivastavaveda@okhdfcbank,487.22,referral_bonus_payout,2026-05-17T08:56:27,upi
pay_a4104f47facf41,u_8bf669434b,srivastavaveda@okhdfcbank,165.81,referral_bonus_payout,2026-05-17T06:16:26,upi
pay_088f9c2979cb48,u_6806ed151a,srivastavaveda@okhdfcbank,455.98,referral_bonus_payout,2026-05-17T06:16:19,upi
pay_40593fd872a04f,u_10587391b8,srivastavaveda@okhdfcbank,131.18,referral_bonus_payout,2026-05-17T07:31:29,upi
pay_810ec0ffab3b4d,u_50c25a2bf9,pdara@okhdfcbank,141.04,referral_bonus_payout,2026-03-21T16:31:31,upi
pay_d9394fe0b41449,u_1944c42d16,pdara@okhdfcbank,75.14,referral_bonus_payout,2026-03-21T21:36:54,upi
pay_4baddfa7d02845,u_18191b363e,pdara@okhdfcbank,426.42,referral_bonus_payout,2026-03-21T19:23:07,upi
pay_ffcafcc1b36748,u_58583a1bf2,pdara@okhdfcbank,179.08,referral_bonus_payout,2026-03-22T00:04:41,upi
pay_3f6fd616879a40,u_1be0072e15,pdara@okhdfcbank,480.13,referral_bonus_payout,2026-03-22T09:44:54,upi
pay_ab6b70f0e1e045,u_477819077f,imaran71@okicici,469.8,referral_bonus_payout,2026-03-21T04:19:51,upi
pay_2d3cd8800d8049,u_311e0eb43e,imaran71@okicici,374.6,referral_bonus_payout,2026-03-21T06:13:26,upi
pay_5ca741e7da2042,u_9c23cd0fad,imaran71@okicici,107.39,referral_bonus_payout,2026-03-21T07:17:34,upi
pay_ce724b75dc0848,u_8cb136129a,imaran71@okicici,297.2,referral_bonus_payout,2026-03-21T07:20:53,upi
pay_9256adf582644a,u_f9b3c82605,imaran71@okicici,399.47,referral_bonus_payout,2026-03-21T06:08:41,upi
pay_4771817f017a4d,u_7cf7f6d116,card_26704894a3ed48,482.92,referral_bonus_payout,2026-04-13T15:34:07,card
pay_85540dd8a07847,u_782c806b1d,card_26704894a3ed48,317.27,referral_bonus_payout,2026-04-13T18:21:06,card
pay_f6edcf6aa3ab46,u_e963d49905,card_26704894a3ed48,416.17,referral_bonus_payout,2026-04-13T15:40:15,card
pay_a05e6cefe7c344,u_df9ec4bd54,paniniparmer@ybl,249.79,referral_bonus_payout,2026-04-13T19:42:10,upi
pay_fe19eb04481b48,u_effe5545f6,bedwin@paytm,230.18,referral_bonus_payout,2026-03-18T21:39:18,upi
pay_2328b32add8c4a,u_cd1064ee94,bedwin@paytm,338.85,referral_bonus_payout,2026-03-18T22:00:37,upi
pay_faf49d4fefc64f,u_d8a8e401b4,bedwin@paytm,213.22,referral_bonus_payout,2026-03-18T20:55:32,upi
pay_5051237c7a4948,u_f60f3f95b8,bedwin@paytm,390.43,referral_bonus_payout,2026-03-18T21:58:32,upi
pay_3b02360b62954a,u_75a6659bf1,bedwin@paytm,304.16,referral_bonus_payout,2026-03-18T21:04:51,upi
pay_f2448fb8003645,u_08c40027e1,bedwin@paytm,488.23,referral_bonus_payout,2026-03-18T21:39:05,upi
pay_d1bab80b36e144,u_c596c21f4f,bedwin@paytm,440.97,referral_bonus_payout,2026-03-18T21:57:01,upi
pay_cb590753618147,u_5c4079f621,bedwin@paytm,413.36,referral_bonus_payout,2026-03-18T21:19:12,upi
pay_366cb174ad274e,u_ec30bec3a5,bedwin@paytm,435.18,referral_bonus_payout,2026-03-18T22:02:56,upi
pay_e30d399eb58e4d,u_49a598487f,bedwin@paytm,305.11,referral_bonus_payout,2026-03-18T20:45:54,upi
pay_f996be403add41,u_6715fc25c6,bedwin@paytm,183.02,referral_bonus_payout,2026-03-18T21:21:48,upi
pay_fbdc44a3399847,u_4ebde23a61,bedwin@paytm,262.97,referral_bonus_payout,2026-03-18T21:52:49,upi
pay_56d66513e65a4e,u_734600963f,bedwin@paytm,436.55,referral_bonus_payout,2026-03-18T22:11:04,upi
pay_5bdfae6c75b340,u_898a712489,bedwin@paytm,356.99,referral_bonus_payout,2026-03-18T21:57:30,upi
pay_028c7540ad1744,u_24dd878dd1,card_09dc82fa421c4a,443.37,referral_bonus_payout,2026-05-17T13:55:53,card
pay_72618fb4f1ec41,u_07fe5b7e4f,card_09dc82fa421c4a,98.76,referral_bonus_payout,2026-05-17T13:57:19,card
pay_b8c5a489b5a14b,u_56514435b4,card_09dc82fa421c4a,264.3,referral_bonus_payout,2026-05-17T13:28:32,card
pay_72ecd1eafc2246,u_ad0db940b6,card_09dc82fa421c4a,64.1,referral_bonus_payout,2026-05-17T14:38:38,card
pay_ccf95aaff4dc43,u_87d1fbbaff,card_09dc82fa421c4a,440.61,referral_bonus_payout,2026-05-17T13:51:47,card
