user_id,name,phone,email,signup_ts,signup_ip,device_id,referred_by,cluster_id,cluster_type,kyc_address_hash,payment_instrument_id,bonus_amount_claimed,num_txn_post_signup,total_txn_value_post_signup,active_days_post_signup
u_70b8763642,Suhani Kamdar,0315846439,anika28@gmail.com,2026-05-20T23:13:36.139753,96.226.114.62,dev_63b2396d27ab,u_5fcf1aacf9,fam_124,FAMILY_FRIEND,addr_9272589646,aachaltripathi@ybl,499.59,4,7652.36,27
u_c86b808f08,Pratyush Lall,1173906650,hvarma@hotmail.com,2026-07-09T16:55:31,105.107.123.212,dev_7a6fd7590f6b,,fam_207,FAMILY_FRIEND,addr_3075814695,chandabhavika@ybl,51.45,3,8558.08,3
u_6d0f3e478a,Bahadurjit Sur,0840758822,varenyadatta@hotmail.com,2026-04-29T16:06:54,128.53.133.2,dev_beeee34d7ba1,,fam_334,FAMILY_FRIEND,addr_2144499598,siyadeol@paytm,391.73,1,2109.48,13
u_e69bf1889c,Arunima Kurian,7688481903,dominicshere@hotmail.com,2026-05-18T21:44:14,106.207.4.42,dev_93a4e7c45e2b,,,ORGANIC_SINGLE,addr_9994159620,janakirajagopalan@paytm,179.56,27,41858.7,101
u_d877c57d6f,Alka Chaudry,4773506473,jyogi@gmail.com,2026-05-11T20:20:24,10.206.214.138,dev_ec6eb9e8a21f,,,ORGANIC_SINGLE,addr_1525797760,kannanupkaar@ybl,161.99,20,35467.7,97
u_c8cbb692bd,Jeet Joshi,0271927239,apteekani@hotmail.com,2026-04-26T08:11:37,102.66.84.133,dev_c87ed4baacf8,,,ORGANIC_SINGLE,addr_1027744671,nikitasehgal@okhdfcbank,398.62,10,14151.1,62
u_619b1277f3,Manbir Sekhon,7514743974,kabirnaidu@gmail.com,2026-05-13T02:08:47,214.227.63.91,dev_24f8ab0709af,u_2257078bc0,ring_73,FRAUD_RING,addr_2712885964,card_c59a59e0578642,58.9,0,0,2
u_dd648768a8,Vaishnavi Luthra,4471324754,mchakraborty@yahoo.com,2026-06-07T06:48:54,93.147.37.99,dev_6d1b279cfd38,u_db6900e67e,ring_19,FRAUD_RING,addr_5401668422,card_9c27ac24a9e145,151.19,3,3693.75,27
u_c827792edc,Onveer Sangha,0484448353,gayathri40@yahoo.com,2026-06-21T11:16:58,136.127.250.76,dev_2000872725ad,,,ORGANIC_SINGLE,addr_7670994145,reva66@okhdfcbank,60.97,7,11310.08,135
u_7880af3951,Ayushman Pant,8225984363,madhavijaggi@hotmail.com,2026-05-06T17:27:41,198.198.241.163,dev_59730a8f82f4,,,ORGANIC_SINGLE,addr_3826016619,card_a58f59cf77fc4c,376.78,0,0,0
u_e65e429c87,Finn Pillai,2346541343,syohannan@yahoo.com,2026-07-22T08:10:06,185.50.242.173,dev_b071dd44f704,,,ORGANIC_SINGLE,addr_9141116323,dayitaprasad@paytm,451.42,2,3377.88,9
u_3ca15dd452,Owen Chaudry,3196863647,krishnalipika@yahoo.com,2026-06-25T15:49:03,91.207.140.64,dev_558fa0ad3ee8,u_c182674648,ring_134,FRAUD_RING,addr_3883462158,card_802173f7b91047,166.94,2,2473.66,8
u_37b0acc0af,Naksh Murty,4470856094,rajusudiksha@gmail.com,2026-06-30T11:23:36,34.70.176.5,dev_3d1ab1818e2c,u_dd3ef18456,ring_150,FRAUD_RING,addr_8452582320,card_9c35238ac1a549,295.33,3,4537.34,11
u_51f89a784e,Diya Mahajan,7795417675,samaksh98@gmail.com,2026-06-19T17:17:48,179.155.169.60,dev_1ddaac3e9992,u_93ce07a1ea,ring_121,FRAUD_RING,addr_762761343,ekapad34@paytm,148.27,0,0,1
u_e3296c45b5,Aadi Mangal,3692152606,darika16@gmail.com,2026-05-23T16:45:24,77.85.152.193,dev_c0d75e337bf9,,,ORGANIC_SINGLE,addr_8993794396,card_43429a9a5c0e49,157.91,20,36103.88,141
u_bedc5892ed,Anya Badami,3921581927,rdin@yahoo.com,2026-04-18T21:00:03.949494,84.208.29.213,dev_d4eef531f59c,u_148149b59c,fam_209,FAMILY_FRIEND,addr_2906845320,danielganguly@paytm,135.74,6,12036.12,30
u_53cfc7e6b7,Divya Sekhon,2188848043,sanya02@gmail.com,2026-07-02T09:44:36,7.165.51.34,dev_50c1e02d82a6,,,ORGANIC_SINGLE,addr_2071092640,card_6d2d776d8f6248,447.86,0,0,0
u_386721a05a,Tarak Nagar,8497071992,vasudha51@gmail.com,2026-03-06T11:40:35,177.95.241.8,dev_8f1b33a0cf25,,fam_400,FAMILY_FRIEND,addr_4712457734,card_846598db49b94f,413.38,27,43686.02,85
u_6b6acabede,Mitesh Manne,5416972069,oeshimohanty@hotmail.com,2026-03-23T09:39:48,79.1.61.121,dev_e9a8ca8cc530,,,ORGANIC_SINGLE,addr_8021937901,card_44bd56649c034a,453.45,5,7314.33,132
u_b8fd0565fb,Teerth Vig,4363100055,gbanik@hotmail.com,2026-05-01T00:37:16,147.112.224.250,dev_979f35d704ee,,,ORGANIC_SINGLE,addr_2514391198,balakrishnangauri@ybl,80.21,0,0,2
u_3d088792c6,Jagdish Lal,4792305782,ekta31@gmail.com,2026-07-20T15:30:47.506211,11.202.202.62,dev_2f1278a8a9d6,u_5a143f85b6,fam_48,FAMILY_FRIEND,addr_4982243772,card_38b6f9e7d1a440,288.91,9,12325.0,129
u_deae3a233a,Utkarsh Sridhar,0324893237,apau@yahoo.com,2026-06-21T21:51:30.244135,214.164.231.192,dev_849aef1ed577,u_ef483e715c,fam_201,FAMILY_FRIEND,addr_8286091419,triptibalakrishnan@okicici,271.35,35,55046.17,85
u_08b98b6530,Ranveer Johal,9821766191,zansimisra@gmail.com,2026-05-15T17:12:39,50.12.122.126,dev_c5522d687562,u_99fb7e928e,ring_57,FRAUD_RING,addr_2958192562,kgole@okicici,270.0,1,2726.18,18
u_39c676ee3b,Krishna Yohannan,1238118740,tandonzayyan@gmail.com,2026-04-06T11:39:25.418206,5.149.199.46,dev_4e332a0ec88d,u_193dee0575,fam_313,FAMILY_FRIEND,addr_8917085390,wriddhish38@okicici,428.31,2,1790.67,9
u_b530362e5b,Rajeshri Bhattacharyya,9500600022,hemal66@yahoo.com,2026-04-15T16:41:49,97.30.182.43,dev_ec3e27954fda,,,ORGANIC_SINGLE,addr_5269533026,gayathrimaster@ybl,323.86,25,39178.9,43
u_3eb8bea9da,Hitesh Goswami,8387272581,nachiketnadig@hotmail.com,2026-03-12T00:09:55,185.127.29.20,dev_e8bc4f74a1a7,u_3345e61741,ring_101,FRAUD_RING,addr_3582292346,card_dfdd7b4d46f441,438.25,0,0,0
u_c115dacfed,Libni Kunda,8877043581,ganeshabhimanyu@hotmail.com,2026-06-18T07:38:55,95.160.211.12,dev_3fcf6cfee3ad,u_8692cf7122,ring_23,FRAUD_RING,addr_1818531693,card_11f7adfa85a94e,474.56,0,0,1
u_6bc3def640,Anvi Narang,3340294748,chakradharvora@yahoo.com,2026-04-28T21:07:03,74.158.233.123,dev_8c2cfc998594,,,ORGANIC_SINGLE,addr_8506502917,card_237918a6637941,141.61,21,33008.54,85
u_7b5653c483,Dalbir Pingle,5062632762,samaksh26@yahoo.com,2026-05-31T05:01:51.887479,171.192.26.196,dev_62385c1e57e5,u_43c6855603,fam_105,FAMILY_FRIEND,addr_1281449680,dshah@paytm,148.12,1,2012.67,11
u_28b9384b9f,Tara Thakkar,6612156910,harrison19@yahoo.com,2026-07-14T18:56:51,105.214.180.15,dev_1cbd70cf5c3a,,,ORGANIC_SINGLE,addr_9669162293,nmohanty@paytm,345.17,2,2177.62,19
u_63c8e7964d,Ekaja Sathe,2116788415,edeshpande@hotmail.com,2026-03-10T03:44:55,123.33.163.122,dev_399c8ae1b279,,,ORGANIC_SINGLE,addr_1385594344,sulejagrati@okicici,355.53,16,22650.63,86
u_f7e845185e,Zansi Sankaran,6924926932,dnadig@gmail.com,2026-03-19T06:32:14,10.171.199.186,dev_fe1c4354e070,u_340dc13cb8,ring_70,FRAUD_RING,addr_2689321825,bishakhatiwari@okicici,264.31,4,6108.07,5
u_d09b484234,Harsh Brar,3638527789,krisha13@gmail.com,2026-04-30T23:03:21,134.117.156.163,dev_8a511e3c6fcd,u_8cec3d1c20,ring_85,FRAUD_RING,addr_2651974563,tanmayi18@paytm,396.25,0,0,0
u_e631c27277,Upkaar Keer,0166334014,georgeprasad@yahoo.com,2026-07-16T05:37:13.420922,174.3.243.123,dev_0f1da54cb1af,u_5a143f85b6,fam_48,FAMILY_FRIEND,addr_4982243772,urvashikothari@ybl,481.36,1,1618.88,30
u_97a3a73a1b,Wyatt Raj,9046449405,narasimhanguneet@hotmail.com,2026-06-29T02:42:04.127444,114.128.166.197,dev_eb2bb2697533,u_b32a22b707,fam_108,FAMILY_FRIEND,addr_9190971287,card_00c4b9d8bb8044,225.07,39,66601.21,111
u_dc7f4dddf9,Chavvi Bhargava,4502090542,wazir10@yahoo.com,2026-04-24T12:30:50,209.35.229.66,dev_6a0ef410783b,,,ORGANIC_SINGLE,addr_9087965953,card_38e358af6fa944,348.87,0,0,1
u_b93ce52920,Unnati Doshi,7080585824,kumervarsha@yahoo.com,2026-06-25T04:15:54.509521,64.174.107.236,dev_128e41ef32e9,u_b32a22b707,fam_108,FAMILY_FRIEND,addr_9190971287,gchar@okhdfcbank,322.69,40,62618.83,129
u_d53c866d79,Liam Ramakrishnan,1068466656,zashil04@gmail.com,2026-03-02T13:23:37.266970,161.15.94.133,dev_191946d9d757,u_4c05518e6d,fam_311,FAMILY_FRIEND,addr_8935453009,card_195e6117533646,358.38,29,44181.3,88
u_d31a9833bf,Prisha Rau,0074989006,baralmichael@gmail.com,2026-07-14T00:12:10.436073,42.137.209.216,dev_bdac4cec3772,u_e9e71f81c4,fam_376,FAMILY_FRIEND,addr_5378118751,ishwar90@okhdfcbank,371.66,22,34759.17,144
u_e72256444e,Libni Khare,9671784549,chavvimangat@yahoo.com,2026-05-03T09:48:18,9.188.171.98,dev_4946a32f7c04,,,ORGANIC_SINGLE,addr_7431379071,card_dc7ab78a148a4a,484.4,3,2172.89,21
u_7ba36727bb,Osha Hegde,8879614020,ria88@gmail.com,2026-07-02T17:10:21,30.68.207.2,dev_6d14427b79de,,,ORGANIC_SINGLE,addr_7048842548,card_f99e26d6fa1f4e,112.06,14,19930.33,62
u_5681d766ee,Garima Pandit,5375154638,hayertriya@gmail.com,2026-04-28T06:29:05,139.82.248.34,dev_9b8c3efbd84f,,,ORGANIC_SINGLE,addr_2985680449,card_c479cc3ef5944c,285.4,29,45223.81,69
u_35436d9041,Siya Pradhan,0043105268,bbal@hotmail.com,2026-06-02T15:50:30,151.130.215.240,dev_c344ebdcdb06,,,ORGANIC_SINGLE,addr_2157456712,mannanvamakshi@ybl,134.49,7,7981.38,102
u_8a0ed0f1bb,Hiral Mistry,0163790584,ishaansehgal@gmail.com,2026-07-09T23:31:53.699458,126.34.211.163,dev_6a255022ef7a,u_7de4a79351,fam_115,FAMILY_FRIEND,addr_7737564535,lgrewal@ybl,238.27,1,2429.13,28
u_bda743d350,Christopher Rout,4173361239,sakshamchand@hotmail.com,2026-06-01T18:30:09.891765,57.197.107.101,dev_226eafb1cccc,u_1fd793e273,fam_352,FAMILY_FRIEND,addr_8440215689,card_126607abfa2b48,153.91,40,63156.67,67
u_cf136e203a,Darpan Johal,1848974223,anita34@gmail.com,2026-06-16T09:14:56,27.183.4.41,dev_ff235400ed6c,u_4ad262eccf,ring_109,FRAUD_RING,addr_6786153,qdixit@paytm,320.42,4,4933.5,24
u_712bc99e3a,Ekanta Prashad,4155014570,mandaamol@gmail.com,2026-06-06T06:31:53,118.151.79.113,dev_6042007fdcfa,,fam_407,FAMILY_FRIEND,addr_7003449993,oviyachaudhari@okicici,175.21,24,41692.26,107
u_043494b3e6,Ganga Dora,3517236850,devika85@gmail.com,2026-06-06T10:47:56.069077,47.211.2.210,dev_eec799ef14dd,u_e77b0c3c5f,fam_135,FAMILY_FRIEND,addr_113866256,zbarad@ybl,291.22,6,9278.96,24
u_82239d7616,Chameli Bhalla,4308780378,gaurikakhosla@yahoo.com,2026-03-31T03:43:00,4.74.81.205,dev_c5c55753d7d9,,fam_103,FAMILY_FRIEND,addr_9832891532,samipahal@okicici,294.9,29,49626.15,68
u_cc2f85ce09,Omya Sule,7674077028,pahalvora@hotmail.com,2026-05-27T20:44:10,69.194.129.68,dev_0628b89623f3,,,ORGANIC_SINGLE,addr_7179436535,card_3937372a17764b,137.29,2,2864.98,22
u_494da337c8,Meghana Deshpande,5099990010,varsha39@gmail.com,2026-06-22T10:07:19,108.134.194.162,dev_8451f2b30be7,u_18422c5d76,ring_105,FRAUD_RING,addr_5421374782,card_748d854fa61d4c,63.03,0,0,0
u_bee6208fe4,Irya Kaur,7079148139,yoshitaborde@hotmail.com,2026-03-06T03:40:04,76.250.254.240,dev_70eeec17c69d,,,ORGANIC_SINGLE,addr_233405859,card_fa47747dd98248,75.94,6,10729.42,9
u_dffa66a561,Anamika Chada,3901430974,waidamukherjee@hotmail.com,2026-04-05T19:10:35,192.129.65.148,dev_5cadb33c96bf,u_a660e5b246,ring_141,FRAUD_RING,addr_4639863072,card_b91b5335dc1744,187.85,1,2423.55,0
u_accabcf896,Yash Peri,2061971298,aarnavben@yahoo.com,2026-07-21T11:13:56,214.141.250.240,dev_10a5520636b1,,,ORGANIC_SINGLE,addr_2544778258,pooja36@okicici,302.99,4,2135.54,21
u_cb64af4264,Chandresh Kalita,2951707677,jhalak77@gmail.com,2026-04-01T06:01:55,166.31.218.211,dev_215a9dda448e,,,ORGANIC_SINGLE,addr_8384915076,bobalaadi@okhdfcbank,442.4,34,43750.44,35
u_287d2f3a0c,Samuel Panchal,3015972242,avnikale@yahoo.com,2026-03-21T18:08:52,121.184.207.139,dev_1ab6cee046de,,ring_140,FRAUD_RING,addr_3360373379,card_6e48828e67884a,86.9,0,0,0
u_c2d9531ab7,Adya Dada,0150892298,chaitanyadoshi@gmail.com,2026-05-06T03:13:07.623297,160.76.182.68,dev_f248f93ce3fe,u_99a64790fc,fam_254,FAMILY_FRIEND,addr_5082818436,card_74b3a5fe90c043,486.58,1,1203.58,15
u_5f3a9c553b,Ishanvi Kala,5703462824,krishna68@gmail.com,2026-05-27T19:32:53,221.180.210.26,dev_956851a83684,,,ORGANIC_SINGLE,addr_8666701058,card_1f8a049a08974a,136.01,26,43639.38,81
u_5ef9a6328d,Balhaar Chauhan,9920166338,kabirdeshmukh@gmail.com,2026-07-02T02:22:33,139.116.205.33,dev_d8d56ea1b726,u_1c894ace95,ring_124,FRAUD_RING,addr_9959229189,ogarde@ybl,349.42,0,0,0
u_d7328f2117,Nathaniel Mammen,9481940681,tarapalan@yahoo.com,2026-04-27T19:12:09,121.62.144.89,dev_4342821c7fa3,,fam_258,FAMILY_FRIEND,addr_6462867143,card_7b0bbb69b6e743,253.27,6,11157.08,3
u_61845b4e7b,Riya Jha,6263355643,vihaan69@yahoo.com,2026-04-09T20:45:42,98.12.91.114,dev_82d4b48faa63,u_4fb66e545e,ring_76,FRAUD_RING,addr_6873048737,chavvi89@paytm,298.81,0,0,0
u_0099069d51,Vivaan Natt,6520254571,jagdish29@hotmail.com,2026-05-01T18:32:30,33.1.139.170,dev_0401d737dadf,,,ORGANIC_SINGLE,addr_7762499928,card_b1ebc0dd858c4a,140.04,14,24261.0,143
u_0cdc26dab0,Harita Som,9201836272,sarmaquincy@gmail.com,2026-03-02T01:44:10,49.236.149.122,dev_2335b0cf700c,,,ORGANIC_SINGLE,addr_5804880628,card_13275410357c44,411.1,1,1148.41,0
u_6ed9633027,Hema Walia,3121891458,jmody@gmail.com,2026-07-12T18:57:17,205.254.141.69,dev_f1a8811aef30,,,ORGANIC_SINGLE,addr_1285349636,card_f310ce6a1b584a,455.68,1,861.39,20
u_70dcb0f827,Umang Din,3463587214,srinivasquincy@gmail.com,2026-03-08T07:25:24,172.30.85.148,dev_21e62c7bba52,,,ORGANIC_SINGLE,addr_5635427806,mahalhenry@paytm,118.5,2,2516.85,23
u_205942caff,Jairaj Iyer,5895782911,mitali78@yahoo.com,2026-03-20T04:22:17,192.46.222.251,dev_2c2dd523d279,u_c207dd1240,ring_9,FRAUD_RING,addr_2740468199,ravijanuja@ybl,158.37,2,2209.63,0
u_6715bd25f8,Januja Kara,6702113010,dominic30@gmail.com,2026-06-19T08:59:41,194.19.250.76,dev_52d4a6ee0927,,,ORGANIC_SINGLE,addr_6278547756,card_1e08133483844c,242.92,2,2121.18,0
u_253d8e3963,Chandresh Cheema,4381551018,teerth53@yahoo.com,2026-07-20T15:40:19,189.96.171.36,dev_ca6c114b2ad7,,,ORGANIC_SINGLE,addr_2621586138,salviayaan@ybl,58.54,18,28233.52,121
u_694bad3a6e,Damini Nagy,6744851404,balveer13@gmail.com,2026-06-30T19:06:01,5.214.218.2,dev_dee3ef61ede1,,,ORGANIC_SINGLE,addr_4904008036,card_b736647a56014a,172.49,4,6193.59,141
u_435a886310,Ayush Butala,2466256951,kamyabhavsar@yahoo.com,2026-04-25T08:21:17.742118,35.193.206.106,dev_b656497ec3a8,u_7e0293edae,fam_320,FAMILY_FRIEND,addr_9936280136,card_b58f7205e7044e,429.76,2,3565.29,26
u_a01584f277,Hiral Varghese,0571265656,harrison65@yahoo.com,2026-03-19T09:08:41.585748,178.178.83.101,dev_e2a797f4414d,u_db04b39163,fam_200,FAMILY_FRIEND,addr_8156660184,chaitaly17@paytm,366.41,37,59102.1,49
u_490efe2290,Aryan Das,0506122558,anusha51@hotmail.com,2026-03-07T05:15:01,56.37.234.25,dev_a541dbb4fc82,,,ORGANIC_SINGLE,addr_443303317,card_294bc0af765e4b,52.35,15,17167.91,45
u_13529a9da5,Lopa Badal,3469921618,chandresh21@gmail.com,2026-03-25T03:01:05,175.5.48.100,dev_637f4efe660d,,,ORGANIC_SINGLE,addr_9418230805,anikasubramaniam@paytm,218.82,3,4336.49,17
u_19dc76c3ba,Megha Pai,1574733848,laksh19@hotmail.com,2026-06-18T00:51:08,117.188.134.150,dev_b51de4641aab,u_6aad02d17e,ring_10,FRAUD_RING,addr_771455660,yprakash@okhdfcbank,358.56,0,0,2
u_35bf178640,Chandani Narang,0138598646,agastya85@hotmail.com,2026-04-16T03:03:40,61.105.121.29,dev_d24cbb811524,,,ORGANIC_SINGLE,addr_6869618927,amaster@paytm,71.1,19,22289.94,135
u_bc592328fb,Indira Tiwari,3763928369,abhamangat@yahoo.com,2026-05-12T16:08:03,125.27.223.38,dev_faab257b55da,u_77908ec501,ring_59,FRAUD_RING,addr_1817482763,sarrafaditya@okicici,388.89,1,693.12,0
u_88b0e77b06,Vrishti Keer,7123209554,hayerati@gmail.com,2026-04-03T02:55:27,53.42.127.200,dev_3c5d8f1000f8,,,ORGANIC_SINGLE,addr_5272247821,choudharylucky@ybl,427.47,1,1066.31,30
u_54607f20c3,Dayita Thakur,7543453649,tchaudhry@gmail.com,2026-05-19T17:14:51.084480,175.203.253.120,dev_cfb784378858,u_bccf20a72d,fam_183,FAMILY_FRIEND,addr_8604923912,senguptanetra@okicici,151.9,1,2323.87,0
u_ca8aac325f,Baljiwan Kanda,2011970256,teerthraghavan@yahoo.com,2026-04-17T06:25:03,39.24.43.130,dev_f2d4ffcc5bad,,,ORGANIC_SINGLE,addr_9078505124,turvi52@okhdfcbank,389.31,0,0,0
u_c01865ea27,Nicholas Pandey,4861066002,sahuja@yahoo.com,2026-04-22T19:07:52,56.243.214.214,dev_33651af30155,,fam_61,FAMILY_FRIEND,addr_5335661683,sudiksha96@okicici,173.13,1,184.49,12
u_0f03f903ae,Onkar Chhabra,0815959043,nigamanthony@yahoo.com,2026-04-14T00:32:59,111.207.115.81,dev_ce676811b422,,fam_91,FAMILY_FRIEND,addr_3309914387,baghyawatirandhawa@paytm,419.08,8,10755.65,88
u_eb72f35690,Chandresh Kamdar,9525587673,advaith78@gmail.com,2026-05-03T10:12:48,127.47.141.79,dev_2f0ba7025771,,fam_73,FAMILY_FRIEND,addr_1138537233,srivastavaaishani@ybl,355.23,4,6460.88,11
u_7446cd4aee,Laksh Dubey,8805929622,noahsarma@gmail.com,2026-05-18T04:34:45,166.76.136.212,dev_ba0ca7b39383,u_ba1015da4a,ring_7,FRAUD_RING,addr_2627028542,card_399bc1f29ceb4b,163.58,0,0,1
u_8a1d3fc6fb,Osha Samra,6819893651,ojasviwarrior@yahoo.com,2026-03-28T15:07:55,47.54.21.105,dev_8b6e5f11b283,,,ORGANIC_SINGLE,addr_8299180034,card_10e8e5b7c58e49,432.01,21,34164.08,114
u_7f0a3318de,Vansha Sachdev,0930666845,wtalwar@gmail.com,2026-05-12T11:02:15,32.107.97.76,dev_849e06ac9738,,,ORGANIC_SINGLE,addr_4748664042,card_d2b9b5c742844c,494.39,8,12826.56,111
u_3c6ef0025a,Bhavya Tailor,4928511171,chokshipranit@gmail.com,2026-05-21T08:27:09,48.122.140.244,dev_b9a66e500d8f,,,ORGANIC_SINGLE,addr_6991727512,paninidua@ybl,59.12,13,17077.4,43
u_8711cea80e,Vyanjana De,0761500111,hiteshnatt@yahoo.com,2026-06-21T13:18:16.543140,220.138.201.99,dev_1ac1c85b9e3b,u_a97cf19c89,fam_12,FAMILY_FRIEND,addr_5418641235,mishrapraneel@okhdfcbank,106.91,0,0,0
u_4990d4c96e,Yatan Muni,0424624561,falan74@hotmail.com,2026-07-16T03:44:12,30.47.196.102,dev_5566ba147509,u_b396f58855,ring_80,FRAUD_RING,addr_5968436858,ranveersule@okicici,465.94,1,1739.2,0
u_706270ae37,Siddharth Deshpande,2895400178,naveenlala@hotmail.com,2026-04-06T11:19:55,30.92.165.110,dev_1db93b6ac085,u_821c06a0bc,ring_94,FRAUD_RING,addr_8968960941,bdevi@ybl,197.99,0,0,1
u_95d8a986dc,Yagnesh Sridhar,9737805342,isaac91@hotmail.com,2026-04-24T12:38:25.134374,216.170.156.101,dev_5937502e7570,u_0f03f903ae,fam_91,FAMILY_FRIEND,addr_554972886,chandani89@paytm,172.78,3,4305.15,25
u_6f5a1eb1ea,Dominic Mani,9253095587,zkapur@yahoo.com,2026-06-27T21:26:58.794344,57.245.137.188,dev_f150bc762257,u_681949cb59,fam_87,FAMILY_FRIEND,addr_2071699272,isaac58@okicici,348.27,14,16509.49,142
u_461b18889e,Gunbir Sane,9425352537,mitalnachiket@gmail.com,2026-06-10T07:26:30.373139,223.234.134.180,dev_6042007fdcfa,u_712bc99e3a,fam_407,FAMILY_FRIEND,addr_7003449993,oviyachaudhari@okicici,413.31,31,38317.72,113
u_88784d7133,Priya Mody,0021436659,jagrati38@hotmail.com,2026-07-10T13:11:41.289452,181.168.211.248,dev_32d127e819bd,u_7eb16315ab,fam_173,FAMILY_FRIEND,addr_5060056778,card_ddda9b43ea9646,325.0,6,8778.18,8
u_372271746d,Girik Bora,0098606814,faris66@hotmail.com,2026-06-29T04:56:11.811869,57.108.248.192,dev_d24da763c5d1,u_b32a22b707,fam_108,FAMILY_FRIEND,addr_9190971287,aadhyadugal@okicici,380.25,39,63478.54,121
u_c621948400,Krishna Lad,8577839204,jagdishkrishna@hotmail.com,2026-07-26T03:33:50,222.232.73.142,dev_d0fb17f57ebd,,,ORGANIC_SINGLE,addr_991010351,anmolbava@paytm,269.57,38,55947.09,102
u_e1383afd9d,Maanav Dass,7665477024,anayjhaveri@hotmail.com,2026-03-06T21:24:31,216.188.49.235,dev_730f5191521c,,,ORGANIC_SINGLE,addr_5129626737,eiravatitrivedi@okhdfcbank,161.54,5,8466.76,28
u_e1f1f78c99,Ijaya Golla,9797525421,wchana@hotmail.com,2026-05-28T14:11:34,124.51.187.135,dev_244bf9e1dc7b,,,ORGANIC_SINGLE,addr_3734640092,card_7a3c300d2e9649,459.61,4,6906.46,20
u_99e7e76616,Yuvraj Chahal,3991582697,tristanmanne@yahoo.com,2026-05-21T10:56:45,17.50.67.64,dev_639d31ecb36d,,,ORGANIC_SINGLE,addr_3820829153,hemangini62@paytm,463.2,0,0,0
u_5632ad97c3,Mitesh Bajwa,1064960726,naksh01@hotmail.com,2026-07-10T06:49:57.607007,158.247.131.154,dev_4e231ee6a24d,u_58ddc6940f,fam_153,FAMILY_FRIEND,addr_1424930440,card_362e3ac94f4b42,337.59,1,2404.38,11
u_5150fef5b6,Avni Pall,8517195263,yochanamaster@yahoo.com,2026-04-19T00:02:05,90.104.72.227,dev_c950a100f7cd,,,ORGANIC_SINGLE,addr_1720849932,meghanasuresh@ybl,472.74,6,8103.06,149
u_cb12c2b51f,Ishanvi Palla,3390596669,mitesh39@yahoo.com,2026-06-03T09:14:27.337384,139.47.176.100,dev_e02c1ac34ec3,u_3c575cb7e5,fam_94,FAMILY_FRIEND,addr_2201135662,baghyawati18@paytm,180.28,34,50865.85,33
u_290f8be93f,Wazir Sur,2460814496,comarlekha@hotmail.com,2026-07-08T06:23:51,41.154.56.137,dev_9b68e83f27f8,,,ORGANIC_SINGLE,addr_510892011,card_231047a1bf6048,449.65,40,57711.16,137
u_1a9a586ee4,Jagrati Sodhi,5882711431,harsh31@gmail.com,2026-05-30T01:37:36,35.0.41.203,dev_02ae532abdbc,,,ORGANIC_SINGLE,addr_9841075660,card_952b064580db43,156.31,39,49174.89,35
u_52c05e3296,Balvan Keer,4495060958,sachdevkaran@hotmail.com,2026-03-14T20:02:21.708695,13.4.201.74,dev_1fa0169ff912,u_70ab32daf0,fam_7,FAMILY_FRIEND,addr_8574369353,card_32cc8092ab404e,177.9,0,0,0
u_cc954cc1ba,Pratyush Choudhury,7536143269,tejas76@hotmail.com,2026-06-04T10:01:51,50.158.173.179,dev_4834e5886b33,,,ORGANIC_SINGLE,addr_1954120666,thakeraachal@okhdfcbank,97.04,36,50109.66,25
u_7a4641fcf7,Farhan Ramesh,7692390349,naiduarya@gmail.com,2026-07-21T18:19:18,158.132.212.247,dev_9bbbb670f3a6,,,ORGANIC_SINGLE,addr_6487636332,card_81045b0d1c884c,59.08,26,35258.83,70
u_285fd4a285,Ishani Dayal,1820967904,maxsheth@gmail.com,2026-07-07T08:09:37,38.16.152.85,dev_f1910918abdf,u_bae6d1253d,ring_51,FRAUD_RING,addr_5508213091,jalsa24@okhdfcbank,103.07,2,3138.32,28
u_b0362cee3a,Bhavika Divan,4727318897,sarafchampak@yahoo.com,2026-06-17T16:50:21.337970,91.219.159.128,dev_cdf844f340d5,u_c66b47e387,fam_275,FAMILY_FRIEND,addr_1365170431,card_ff22bcaedc534b,181.98,5,9155.34,23
u_6c79c4d672,Yashawini Hans,8601767873,dalalhemang@gmail.com,2026-07-04T17:32:42.492751,222.217.224.168,dev_70eebf3cd386,u_edf6e2ca0b,fam_155,FAMILY_FRIEND,addr_3233114759,nkulkarni@ybl,235.89,6,11167.83,5
u_85b0e39de5,Harita Kothari,1734660689,aadhyasinghal@gmail.com,2026-06-02T14:11:03.589321,135.136.88.180,dev_30173a6566c9,u_40db564cb0,fam_192,FAMILY_FRIEND,addr_7196687697,tanveer09@okhdfcbank,208.94,4,5725.33,27
u_5e4cfb0357,Warinder Samra,1703466520,mitalichanda@yahoo.com,2026-07-22T13:35:03,54.36.64.59,dev_a92c954aaac9,,,ORGANIC_SINGLE,addr_7851557171,janaki09@okicici,418.97,5,7821.43,8
u_bde24ee51f,Krish Shanker,7156853909,seshadribaghyawati@yahoo.com,2026-04-12T18:38:52.294860,203.216.3.133,dev_c152f404e6a7,u_908eb393e3,fam_130,FAMILY_FRIEND,addr_6328861165,nikita14@okhdfcbank,383.09,5,6595.42,4
u_fd7572b4c0,Vivaan Raval,5036535654,pnayak@yahoo.com,2026-07-20T06:00:33,55.182.56.247,dev_14233a4811fa,,,ORGANIC_SINGLE,addr_5036585419,card_2a2cfaf7a58e47,468.0,12,17104.28,27
